 Манара "Сила"|<p><b>Общее значение:</b>Экспансия индивидуума; захват, наступление, личная активность. Сила и энергия в самых разнообразных проявлениях, которые не могут, однако, найти достойного применения. Непоколебимая уверенность в себе. Храбрость, активность, твердость, энергичность, «одна большая страсть». Но и несоразмерность, несоответствие. Карта может указывать на явное неравноправие между партнерами — это может быть физиологическая, возрастная, эмоциональная, интеллектуальная, социальная и т. п. несовместимость. </p><p><b>Состояние:</b>Человек замахивается на очень привлекательный кусок, но, к сожалению, он не может завладеть предметом своего вожделения. Сила, которой нет достойного применения. Для того чтобы управлять эмоциями, необходима большая внутренняя энергия, сила разума.</p><p><b>Физическое состояние:</b>Сексуальная несовместимость, разница темпераментов.</p><p><b>Совет:</b>Важна не победа, а участие. Даже если силы не равны, не упустите шанс. «Не догоню, так хоть согреюсь». Что-то от этой связи ты, конечно, получишь — хотя бы просто новый опыт.</p><p><b>Предупреждение:</b>Поставлена слишком высокая цель или невыполнимая задача. Прежде чем ввязываться, просчитайте, хватит ли сил. Сможете ли Вы справиться с таким партнером, соответствуете ли ему?</p><p><b>Положительный аспект карты:</b>Положительной чертой этой ситуации является то, что человек обладает хорошим потенциалом. Однако время для его раскрытия еще не пришло, и придется еще много работать над собой, чтобы сила, скрытая в самом человеке, смогла проявиться во внешнем мире.</p><p><b>Отрицательный аспект карты:</b>Отрицательной чертой является то, что человек выбирает себе задачи и людей для общения, которые ему не соответствуют. И каждый раз, потерпев фиаско, он бросается вновь покорять вершины, упуская реальные шансы и возможности.</p><p><b>Развитие ситуации в положительном значении:</b>Положительной тенденцией развития ситуации является то, что человек учится на своих ошибках. Его неудачи делают его мудрее и сильнее, закаляя дух и плоть. Он с каждым разом поднимается все выше и выше в развитии своих возможностей.</p><p><b>Развитие ситуации в отрицательном значении:</b>Отрицательным аспектом ситуации является то, что в просторечии звучит как «сломать себе шею». Человек идет к тому, чтобы очередная его авантюра закончилась для него плачевно и привела к полному провалу. Положение карты означает бессилие, причем как в прямом, так и в переносном смысле слова.</p>
 Манара "Башня"|<p><b>Общее значение:</b> Эта карта в первую очередь указывает на проблемы взаимоотношений личности и общества, противопоставление желаний моральным принципам. Воля ограничивается запретами, запреты накладываются на отношения... В Башне властвует общественная мораль, угнетенность и подавленность.Интимные отношения возможны только в официально разрешенных (освященных религией, зафиксированных государственными институтами) рамках, если возможны вообще. Слишком много ограничений...В личную жизнь вмешивается социум, полностью подавляя свободу действий. Разрушаются иллюзии. Отношения регулируют церковь (религиозные догмы) или общепринятая мораль. Индивидуальности нет места — она умирает, сливаясь с социумом, полностью подчиняясь писаным и неписаным законам общества.</p><p><b>Состояние:</b></p><p><b>Физическое состояние:</b>Одиночество, самоограничения, скованность и даже импотенция — вот приблизительный набор значений физического состояния, соответствующий Аркану.</p><p><b>Совет:</b>Остановитесь. Войдите в костел. Обратись к высшим силам — они помогут тебе переосмыслить происходящее. Дождь смоет все лишнее, ненужное. Вы слишком однобоко видите ситуацию — посмотрите на нее с другой позиции. Ставьте на первое место моральные принципы и следуйте им.</p><p><b>Предупреждение:</b>Не слишком ли много ограничений? Не заточаете ли Вы себя в темницу? Иногда карта может давать прямое указание обратить внимание на здоровье.</p><p><b>Положительный аспект карты:</b>Человек лишается иллюзий и неверных взглядов. Да, их пора было бы отбросить во времена взросления, но это бывает крайне редко, и тогда жизнь готовит такие вот сюрпризы. Но дождь слез закончится, и все встанет на свои места, оставив в сердце шрамы-уроки, которые не забудутся никогда.</p><p><b>Отрицательный аспект карты:</b>Подавленность, граничащая с раздавленностью, не позволяет человеку адекватно воспринимать происходящее. Для него мир закончился и все радостное и счастливое, что в нем было, перестало существовать. Это тягостное состояние, как трясина, затягивает человека все глубже и глубже.</p><p><b>Развитие ситуации в положительном значении:</b>Человек переболеет, и все войдет в свою колею. Просто надо принять то, что произошло, и вынести уроки из случившегося. И тогда все быстро начнет восстанавливаться.</p><p><b>Развитие ситуации в отрицательном значении:</b>Это не последний удар, который запасла судьба. И тогда будут новая вспышка молнии и новые лишения.</p>
 Манара "Всадница огня"|<p><b>Общее значение:</b>Стремление, полет, скорость. Движение, динамизм, авантюризм, бесстрашие, целеустремленность, независимость. Упоение движением. Путешествие и всевозможные перемещения, отъезд. Возможны недалекие поездки.</p><p><b>Состояние:</b>Желание риска, скорости. Травестизм. Целеустремленность.</p><p><b>Физическое состояние:</b>Непоседливость, темпераментность. Иногда может указывать на отсутствие человека, краткосрочный отъезд.</p><p><b>Совет:</b>Мчитесь вперед, не сидите на одном месте. Может быть, вам отправиться в путешествие?</p><p><b>Предупреждение:</b>Не слишком ли стремительно Вы мчитесь? Есть опасность «скачек по верхам», когда ничто глубоко не задевает.</p><p><b>Положительный аспект карты:</b>Человек не готов ждать. Он готов к действиям, решительным и ярким. Он не боится трудностей пути и нового – того, что ждет его впереди.</p><p><b>Отрицательный аспект карты:</b>Человек не замечает возможных опасностей и угроз. Его стремительный бег не позволяет ему рассмотреть все, что находится рядом и вокруг него. Тем более что опережение не всегда лучше опоздания.</p><p><b>Развитие ситуации в положительном значении:</b>Дорога закончится, и всадник придет к финишу, к той цели, которую он себе наметил. Не важно, что это за цель. Важно, что она достижима и будет достигнута.</p><p><b>Развитие ситуации в отрицательном значении:</b>Потеря контроля за происходящим. Человеку придется многое сделать, если он захочет наверстать упущенное.</p>
 Манара "Туз огня"|<p><b>Общее значение:</b>Карта указывает на всплеск сексуальной энергии. Внутренняя активность человека требует удовлетворения, но при этом он совершенно не отдает себе отчета в моральной стороне своих поступков. Это приводит к частой смене партнеров, которая является вполне естественным поведением в данном состоянии.В целом значение карты — сексуальная энергия, требующая удовлетворения, бьющая через край и пытающаяся найти выход.</p><p><b>Состояние:</b>Вожделение. Возбуждение, страстное желание. Страсть как таковая, хищность. Эгоизм, неразборчивость. Персонаж Туза Огня не терпит одиночества и, если «под рукой» нет подходящего мужчины, будет «вампирить» кого угодно.</p><p><b>Физическое состояние:</b>Юношеская гиперсексуальность. Сатириаз.</p><p><b>Совет:</b>Реализуйте свою страсть. Проявите инициативу. Меньше слов — больше дела. Энергично добивайтесь результата.</p><p><b>Предупреждение:</b>Не теряете ли Вы свое сердце, поедая чужое? Не лишаетесь ли духовного начала, подчиняясь страсти?</p><p><b>Положительный аспект карты:</b>Чувственность, сила эмоций, которые есть у человека и которые он не стремится сдерживать. Он готов свободно выражать все, что есть у него на сердце, и все, что говорит его страсть.</p><p><b>Отрицательный аспект карты:</b>Человек практически не отдает отчета своим поступкам. Все, что его интересует, – это удовлетворение собственного желания любой ценой.</p><p><b>Развитие ситуации в положительном значении:</b>Страсть утихнет, и за темной ночью будет следовать рассвет, как тяжелое или легкое похмелье от событий вчерашнего дня. Каким будет это утро, уже не важно, поскольку все получили то, к чему стремились.</p><p><b>Развитие ситуации в отрицательном значении:</b>Человек, так и не найдя способа выражения своих чувств, может сделать неверные выводы. Неадекватное поведение партнера может также этому способствовать. И более того, человек может пойти вопреки своим желаниям и чувствам, лишь бы отомстить «обидчику».</p>
 Манара "Суд"|<p><b>Общее значение:</b>То, что исчезло когда-то, не значит, что исчезло насовсем. В природе все умирает и все возрождается вновь в ее более красивом и чистом образе. Карта говорит о том, что человек или ситуация трансформируется, перерождается, чтобы предстать перед окружающими в совершенно новом виде. Это новый уровень развития, существования, восприятия, чувств, новый уровень жизни.</p><p><b>Состояние:</b>Трансформация, ощущение необратимых изменений. Духовная энергия. Может быть гормональная перестройка организма, климакс, когда женщина не умирает, а преображается, реализуя новые, более духовные аспекты своей женственности. Состояние после родов. Ощущение себя в новом качестве.</p><p><b>Физическое состояние:</b>Выздоровление через обострение болезни. Таковым может стать и какая-то полузабытая любовь, вдруг проявившаяся необычайно остро. Готовность к новым отношениям. Секс если есть, то «семейного» характера, когда он является одной из очень важных, но далеко не главной составляющей отношений. В раскладах для женщины — климакс, гормональная перестройка. Может указывать на рождение ребенка.</p><p><b>Совет:</b>То, что сейчас с вами происходит, — очередной урок, бесценный опыт. Необходимо усвоить его, пройдя до конца. Найдите в себе новую духовную сущность — Голубку — и выпустите ее в Мир.</p><p><b>Предупреждение:</b>Вы стареете и остановить это не в силах. Подготовьтесь к тому, чтобы расстаться с привычной формой и принять эти изменения. Прежнее состояние уже не вернется — нельзя войти в одну и ту же реку дважды. Да и стоит ли повторять то, что уже было когда-то?</p><p><b>Положительный аспект карты:</b>В прошлом осталось то, что требует вашего внимания и усилий. То, что вчера казалось неважным, сегодня стало для вас на первое место. И вы имеете возможность сделать то, что вчера сделать не сумели.</p><p><b>Отрицательный аспект карты:</b>От вновь возникшей ситуации из прошлого человек ожидает слишком многого. Что его ждет и что он может взять? Нельзя сказать сразу. Но можно точно утверждать, что человек не сможет вернуть назад все то, что было раньше.</p><p><b>Развитие ситуации в положительном значении:</b>Человек, имея опыт прошлого, начинает умело и целенаправленно действовать. Шанс, который подарит ему судьба, будет удачным в его руках.</p><p><b>Развитие ситуации в отрицательном значении:</b>Человек, желая возродить в полном объеме свое прошлое, не хочет и не готов понимать того, что ушедшего не воротишь. Все позади, и нужно дальше жить так, как это получается, а не так, как хочется. Иначе очень легко увязнуть в прошлых воспоминаниях и эмоциях.</p>
 Манара "Мир"|<p><b>Общее значение:</b>Реализация высших идеалов и целей. Синтез, приведение к общему знаменателю разных фактов. Полное и успешное окончание какого- либо дела. Совершенство во всем. Познание структуры как целого.</p><p><b>Состояние:</b>Кураж. Самоуверенность. Свобода чувств, доходящая до развязности, ощущение вседозволенности. Поиск новых ощущений. Молодость духа. Вопрошающая уверена, что весь мир существует только для удовлетворения ее личных желаний.</p><p><b>Физическое состояние:</b>Здоровый эгоизм, свобода и естественность в проявлении желаний. Человек позволяет себе делать то, что он хочет.</p><p><b>Совет:</b>Запреты существуют для того, чтобы их нарушать. Приобретайте новый опыт, расширьте свои границы, посмотрите на мир как на свою собственность. Стремитесь к совершенству и гармонии во всем.</p><p><b>Предупреждение:</b>Осторожно, Вы переходите границы дозволенного!</p><p><b>Положительный аспект карты:</b>Человек получает все то, к чему он стремится, и все то, что он хочет. Это важный и, пожалуй, единственный момент в данном значении карты.</p><p><b>Отрицательный аспект карты:</b>Человек получил не совсем то, что хотел. Да, все в принципе верно, но не все так, как хочется, – эдакий изъян или дефект, который его не устраивает.</p><p><b>Развитие ситуации в положительном значении:</b>Перед человеком начинают открываться новые перспективы. Он уже по-новому смотрит на мир и все то, что в мире происходит. В его жизнь начинают вторгаться новые планы и обстоятельства.</p><p><b>Развитие ситуации в отрицательном значении:</b>Человек, стремясь получить только то, что он понимает, начинает совершать ошибки. Его капризы и недальновидность приводят к тому, что мир ограничивается лишь полем его интересов. Ему становится скучно и неинтересно, впрочем, мир отвечает ему взаимностью.</p>
 Манара "Четверка огня"|<p><b>Общее значение:</b>Самая темная карта из всего ряда Огня. Ее действие происходит украдкой, в сумраке кабинета. Темные тона намекают: отношения должны оставаться в тайне. Секс украдкой. Служебный роман, где каждый получает свое. Отношения разноуровневые. Случайная связь, имеющая продолжение, связь, за которую потом придет раскаяние.</p><p><b>Состояние:</b>Привязывание партнера и манипулирование им через секс. Один реализует свои тайные желания, а другой позволяет это делать. Стремление сохранять в тайне действительную ситуацию и реальное положение вещей. Ваша клиентка по этой карте может с завидным упорством отрицать очевидное.</p><p><b>Физическое состояние:</b>Иногда может говорить о скрываемых извращениях или нарушениях в половой сфере.</p><p><b>Совет:</b>Не афишируйте отношения, держите в секрете свои чувства. То, что происходит за закрытыми дверями, касается только двоих.</p><p><b>Предупреждение:</b>«Нет ничего тайного, что не стало бы явным». Долго ли эти отношения сохранятся в секрете? Как долго можно использовать друг друга?</p><p><b>Положительный аспект карты:</b>Положительного проявления в данной ситуации нет, поскольку налицо манипуляция и использование одного человека другим. Можно, конечно, говорить о некоей выгоде, удовольствии, которое получает «хозяин». Но вы сами понимаете, что это всего лишь завуалированное рабство, которое непросто оправдать.</p><p><b>Отрицательный аспект карты:</b>Жертва постепенно может стать хозяином положения. Привязав партнера к себе, она сможет манипулировать им так же, как недавно это делал он.</p><p><b>Развитие ситуации в положительном значении:</b>В случае если ситуация будет развиваться в трактовке «прямой карты», то она приведет к полному поглощению чувства собственного достоинства персонажа-жертвы. Он просто смирится со своей участью, считая, что это единственно верное решение.</p><p><b>Развитие ситуации в отрицательном значении:</b>Всякое насилие имеет причину и имеет свой конец. В этом случае конец трагичен. Насилие будет только нарастать и рано или поздно приведет к трагедии. Но пока еще есть время для того, чтобы остановить насильника.</p>
 Манара "Луна"|<p><b>Общее значение:</b>В общем смысле карта обозначает создание идеала, мечты и поиск себя. Храм Души и разговор с собой в этом внутреннем храме. Внутреннее решение. Подсознание.Иллюзии, заблуждение (дезориентация), путаница (беспорядок), истерия или даже безумие. Мечтательность, фальшь, ошибка, «самые темные часы перед рассветом», начало решающих перемен. Темные слои подсознания. Психические заболевания.</p><p><b>Состояние:</b>Выход за пределы внутренних ограничений. Очень неустойчивые эмоции, когда хочется то плакать, то смеяться без причины. Конструирование в воображении идеала, в стремлении к которому человек обретает себя. Открытие темных сторон души, подсознания. Мечтательность. Осознание внутренней женственности, обретение анимы. Взгляд в себя, в теневые стороны своей личности.</p><p><b>Физическое состояние:</b>Поиск своего имиджа. Нездоровье, вызванное эмоциями (в классической литературе часто упоминается «любовная горячка» и даже «воспаление мозга»), болезненные чувства. Неустойчивое психическое состояние. Психосоматические заболевания.</p><p><b>Совет:</b>Обратите внимание на свой внутренний мир, на «затемненную», истинно женскую, интуитивную часть сознания. Обратитесь за советом к своим сновидениям. Ищите идеал внутри себя — ваше глубинное «я» безошибочно определит, каким он должен быть.</p><p><b>Предупреждение:</b>Не уходите ли Вы в мир иллюзий, ведь призрачный лунный свет не является реальностью? Сожаление о прошлом и самообман.</p><p><b>Положительный аспект карты:</b>На врагов и нависшую угрозу было обращено ваше внимание. И нет смысла отмахиваться или считать все это чьей-то шуткой. Все серьезно настолько, насколько вы готовы это понять.</p><p><b>Отрицательный аспект карты:</b>Враги не только снаружи, они в самом человеке. Они не позволяют ему поступать так, как он хочет, и делать что-то, чтобы спасти себя.</p><p><b>Развитие ситуации в положительном значении:</b>Привлечение внимания к угрозе и наличию врагов сработало. Человек стал более осторожным и внимательным и старается больше анализировать, чем делать. Во всяком случае, в этот период времени.</p><p><b>Развитие ситуации в отрицательном значении:</b>Потеря контроля над каким-то аспектом своей жизни. Человек полностью разоружен и беззащитен, он не готов к встрече со своими врагами. Все это закончится вполне закономерно – потерями и разочарованием.</p>
 Манара "Королева огня"|<p><b>Общее значение:</b>Молодая неопытная женщина ожидает активности от партнера. Только после получения некоторых уроков она сможет стать Дамой Огня. Инициация. Человек с просыпающейся сексуальностью.</p><p><b>Состояние:</b>Спящая сексуальность нуждается в поддержке или инициации. Она похожа на нераспустившийся бутон цветка, обещающий так многое...</p><p><b>Физическое состояние:</b>Ожидание активности от партнера.</p><p><b>Совет:</b>Пора проснуться. Ищите свой путь. Используйте сексуальность.</p><p><b>Предупреждение:</b>Будьте аккуратней с раскрывающейся сексуальной энергией.</p><p><b>Положительный аспект карты:</b>Страсть и желание – эти чувства никогда не были слабостями и никогда не являлись злом для человека. Это сила характера и сила страстей, которые способны сдвигать горы на своем пути.</p><p><b>Отрицательный аспект карты:</b>Человек рано или поздно потеряет голову. Страсть и чувства, охватив сознание, могут толкнуть его к необдуманным поступкам.</p><p><b>Развитие ситуации в положительном значении:</b>Человек будет получать от жизни все, что он хочет и к чему стремится. Нельзя сказать, что это будет легко или сложно, но вполне достижимо и реально.</p><p><b>Развитие ситуации в отрицательном значении:</b>Конфликты с окружающими. Особенно они остры, когда человек не в полной мере разобрался с природой свои чувств и походя ставит других людей в неловкое положение.</p>
 Манара "Семерка огня"|<p><b>Общее значение:</b>Чрезмерность. Нарочитость, подчеркнутость. Предложений много, но нет возможностей. Человека «достают» вниманием. Чья-то попытка «реанимировать» отношения или заставить партнера что- то почувствовать. Также конкуренция. Когда много человек слишком рьяно принимаются за одно дело, они начинают мешать друг другу.</p><p><b>Состояние:</b>Дисбаланс внимания, сексуальных потребностей. Одного партнера становится слишком много. «Достали».</p><p><b>Физическое состояние:</b>При изучении взаимоотношений может говорить о разнице темпераментов у партнеров.</p><p><b>Совет:</b>Уделяйте больше внимания к нуждам и желаниям партнера. Хуже не будет.</p><p><b>Предупреждение:</b>Чрезмерные действия не приводят к успеху. Вы своей любовью можете удушить последние остатки чувств партнера.</p><p><b>Положительный аспект карты:</b>Человек стремится жить активной жизнью и брать от нее все, что он в состоянии взять. Его стремительность и неуемность могут стать предметом зависти для тех, кто инфантилен и ленив.</p><p><b>Отрицательный аспект карты:</b>В таком бешеном темпе, в котором проходит жизнь человека, не может быть глубины ощущений и чувств. Он лишь проходит по вершинам собственных ощущений, путая довольство с удовольствием, а чувственность с чувствами.</p><p><b>Развитие ситуации в положительном значении:</b>Человек на грани кризиса, наступление которого предопределено. Пока не ясно, где произойдет катастрофа – будет ли она физическим недугом, или болезнью, или психическим расстройством, – но она уже стала частью человека. Положительным аспектом можно считать лишь то, что на какое-то время погоня за удовольствиями прервется.</p><p><b>Развитие ситуации в отрицательном значении:</b>Ступор и апатия, в которых находится человек, приведут к тому, что он все глубже будет погружаться в трясину безутешности и отчаяния. И таким образом недалеко до бегства от себя и других. В малом проявлении– это затворничество, в большом – суицид.</p>
 Манара "Двойка огня"|<p><b>Общее значение:</b>Привлечение к себе внимания. Женщина демонстрирует свою доступность, но и только. Это лишь провокация или игра с противоположным полом по типу «Да... но не здесь, не с вами, не сейчас». Имеет значение только внешняя сторона вещей.</p><p><b>Состояние:</b>Осознание своей сексуальной энергии и открытое использование ее. Стремление демонстрировать себя. Выставление тела напоказ и получение от этого удовольствия. Демонстрация, чтобы оценить себя через реакцию окружающих, самореклама. Апеллирование к низшим энергиям. Экстериоризация либидо. Вынесение грязного белья. Вместе с этим внутренняя закрытость. Спокойствие и деловой подход (в «постановочности» ситуации заключено отличие от V Аркана «Жрец», где поведение девушки очень естественное). Цинизм.</p><p><b>Физическое состояние:</b>Свободное, несколько развязное поведение. Эксгибиционизм. Показная сексуальность.</p><p><b>Совет:</b>Если у вас есть сексуальные желания, покажите их. Одевайтесь эротичней, ведите себя смелее. Немного цинизма тоже не помешает.</p><p><b>Предупреждение:</b>Не переоцениваете ли Вы свои возможности? Есть игроки и поопытней. Слишком много откровенной показухи с вашей стороны.</p><p><b>Положительный аспект карты:</b>Человек не отвергает свою сексуальность и привлекательность, способность влиять на других людей. Он использует это во благо себе, получая откровенное наслаждение от этой природной игры.</p><p><b>Отрицательный аспект карты:</b>Описанные методы не являются единственно верными. И рано или поздно человек просто не сможет управлять происходящим по привычной схеме, а новых он попросту не знает. И тогда он станет жертвой в этой странной игре.</p><p><b>Развитие ситуации в положительном значении:</b>Человек, находясь в лучах внимания и колоссального интереса общества к своей персоне, пользуется этим и получает реальную выгоду. Это не просто сексуальное позерство, а метод достижения цели.</p><p><b>Развитие ситуации в отрицательном значении:</b>Сдержанность и ограниченность в проявлении своих естественных желаний постепенно приведет к внутреннему конфликту и неудовлетворенности, которая помимо сексуальной сферы начнет распространяться и на другие области его жизни, тем самым как бы ища виноватого в его страданиях.</p>
 Манара "Тройка огня"|<p><b>Общее значение:</b>Женская активность. Возможно, она проявлена несколько не к месту или не вовремя. Лолита, не думая о последствиях и показывая партнеру, что последствия вообще не имеют никакого значения, старается вызвать желание. Пусть она делает это слишком агрессивно, но она прекрасно знает, что перед такой открытостью мало мужчин способны устоять. Прочных отношений за этим не последует, хотя как знать...</p><p><b>Состояние:</b>Азарт и желание добиться своего во что бы то ни стало. Нашу барышню, что называется, понесло...</p><p><b>Физическое состояние:</b>У людей разные представления о взаимоотношениях и о сексе. Разный темперамент и потенциал. Могут быть комплексы. Использование энергии не по назначению — не в том месте, не в то время и т. п.</p><p><b>Совет:</b>Найдите привлекательность в том, что уже есть, и смело действуйте.</p><p><b>Предупреждение:</b>Правильно ли Вы выбрали направление приложения сил, время и место? Вы расходуете энергию зря — не по назначению или не вовремя.</p><p><b>Положительный аспект карты:</b>Человек не ограничен в достижении своей цели. Но не все средства приемлемы в конкретном случае, даже если нет понимания, что именно стоит предпринять. Если есть человек, то найдутся и методы управления.</p><p><b>Отрицательный аспект карты:</b>Человек делает упор на природной сексуальности и внешней привлекательности, которые для него служат основными козырями. Но остальные аспекты влияния им забыты.</p><p><b>Развитие ситуации в положительном значении:</b>Получив свою долю внимания, человек будет выбирать, нужен ли ему партнер, которого пришлось так трудно завоевывать. Ведь сама по себе победа – уже награда. А нужно ли что-то большее?</p><p><b>Развитие ситуации в отрицательном значении:</b>У таких отношений немного перспектив, поскольку люди очень плохо чувствуют друг друга. Они думают и ощущают по-разному и не могут найти компромисса. Это не противостояние. Это проба сил и интересов, которая закончится ничем.</p>
 Манара "Слуга огня"|<p><b>Общее значение:</b>Загруженность работой, усталость. Может говорить о хлопотах, суете, о чрезмерном, весьма утомительном участии в чьих-то проблемах. В раскладах часто указывает на человека, с которым кто-то связан по работе только деловыми отношениями.</p><p><b>Состояние:</b>Компаньон или коллега, хороший специалист, который любит свое дело больше себя. Таких называют трудоголиками. Его любимая женщина — работа.</p><p><b>Физическое состояние:</b>Истощенность, крайняя степень усталости.</p><p><b>Совет:</b>Помогайте людям делом, исполняйте свои ежедневные обязанности. Попробуйте найти в этом удовольствие. Иногда в позиции «совета» карта может давать рекомендацию отвлечься от личной жизни и больше внимания уделить своей работе.</p><p><b>Предупреждение:</b>Не слишком ли Вы заняты своей работой? Нельзя так забывать о себе.</p><p><b>Положительный аспект карты:</b>Человек готов идти до конца, не останавливаясь и не моля о передышке. Его цель может быть достигнута, несмотря на препятствия и личную усталость, несмотря ни на что.</p><p><b>Отрицательный аспект карты:</b>Человек стал машиной, механизмом, который видит все вокруг согласно собственным целям и планам. Его борьба с миром и его проблемами постепенно превращает его в неврастеника.</p><p><b>Развитие ситуации в положительном значении:</b>Человек находится в одном шаге от больничной койки. Его организм истощен и психические силы на исходе.</p><p><b>Развитие ситуации в отрицательном значении:</b>Человек не собирается что-либо предпринимать. Пока рядом есть кто-то, кто может взвалить на себя ответственность за его жизнь, сделать что-то вместо него, он будет этим пользоваться. Пробуждения от летаргии ждать не приходится.</p>
